Species	Genus	CF	n_genomes_cf	positive_genomes	prevalence	mean_copy_all	mean_copy_pos	n_genomes	n_skin	n_nasal	module	functional_theme	functional_theme_short
Neisseria mucosa_A	Neisseria	CF8	5	5	1	1.2	1.2	5	5	0	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria mucosa_A	Neisseria	CF1	5	5	1	1	1	5	5	0	module2	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Neisseria mucosa_A	Neisseria	CF3	5	5	1	1	1	5	5	0	module3	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria mucosa_A	Neisseria	CF4	5	0	0	0	0	5	5	0	module4	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Neisseria mucosa_A	Neisseria	CF7	5	5	1	1	1	5	5	0	module4	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Neisseria mucosa_A	Neisseria	CF2_10	5	3	0.6	0.6	1	5	5	0	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria mucosa_A	Neisseria	CF2_4	5	5	1	1	1	5	5	0	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria mucosa_A	Neisseria	CF6	5	5	1	1	1	5	5	0	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria mucosa_A	Neisseria	CF5	5	5	1	1	1	5	5	0	module6	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Neisseria mucosa_A	Neisseria	CF9_12	5	0	0	0	0	5	5	0	module7	Poorly characterized candidate modules	Poorly characterized
Neisseria mucosa_A	Neisseria	CF9_9	5	5	1	1.2	1.2	5	5	0	module7	Poorly characterized candidate modules	Poorly characterized
Neisseria mucosa_A	Neisseria	CF10	5	5	1	1	1	5	5	0	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Neisseria mucosa_A	Neisseria	CF22	5	5	1	1	1	5	5	0	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Neisseria mucosa_A	Neisseria	CF25	5	0	0	0	0	5	5	0	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Neisseria mucosa_A	Neisseria	CF11	5	0	0	0	0	5	5	0	module9	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria mucosa_A	Neisseria	CF19	5	0	0	0	0	5	5	0	module9	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria mucosa_A	Neisseria	CF13	5	5	1	4	4	5	5	0	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Neisseria mucosa_A	Neisseria	CF14	5	5	1	1	1	5	5	0	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Neisseria mucosa_A	Neisseria	CF24	5	5	1	1	1	5	5	0	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Neisseria mucosa_A	Neisseria	CF15_17	5	5	1	1	1	5	5	0	module11	Translation and RNA-centered regulation	Translation/RNA regulation
Neisseria mucosa_A	Neisseria	CF15_19	5	0	0	0	0	5	5	0	module11	Translation and RNA-centered regulation	Translation/RNA regulation
Neisseria mucosa_A	Neisseria	CF16	5	5	1	1	1	5	5	0	module12	Translation and RNA-centered regulation	Translation/RNA regulation
Neisseria mucosa_A	Neisseria	CF17_20	5	5	1	1	1	5	5	0	module13	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria mucosa_A	Neisseria	CF17_23	5	0	0	0	0	5	5	0	module13	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria mucosa_A	Neisseria	CF18	5	5	1	1	1	5	5	0	module14	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Neisseria mucosa_A	Neisseria	CF20	5	5	1	1	1	5	5	0	module15	Translation and RNA-centered regulation	Translation/RNA regulation
Neisseria mucosa_A	Neisseria	CF21	5	5	1	1	1	5	5	0	module16	Poorly characterized candidate modules	Poorly characterized
Neisseria mucosa_A	Neisseria	CF23	5	0	0	0	0	5	5	0	module17	Poorly characterized candidate modules	Poorly characterized
Neisseria mucosa_A	Neisseria	CF26	5	5	1	1	1	5	5	0	module18	Intercellular communication signal	Communication signal
Neisseria sp000186165	Neisseria	CF0	2	2	1	1	1	2	2	0	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria sp000186165	Neisseria	CF12	2	2	1	5	5	2	2	0	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria sp000186165	Neisseria	CF8	2	2	1	1	1	2	2	0	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria sp000186165	Neisseria	CF1	2	2	1	1	1	2	2	0	module2	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Neisseria sp000186165	Neisseria	CF3	2	2	1	1	1	2	2	0	module3	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria sp000186165	Neisseria	CF4	2	0	0	0	0	2	2	0	module4	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Neisseria sp000186165	Neisseria	CF7	2	2	1	1	1	2	2	0	module4	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Neisseria sp000186165	Neisseria	CF2_10	2	2	1	1	1	2	2	0	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria sp000186165	Neisseria	CF2_4	2	2	1	1	1	2	2	0	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria sp000186165	Neisseria	CF6	2	2	1	1	1	2	2	0	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria sp000186165	Neisseria	CF5	2	2	1	1	1	2	2	0	module6	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Neisseria sp000186165	Neisseria	CF9_12	2	0	0	0	0	2	2	0	module7	Poorly characterized candidate modules	Poorly characterized
Neisseria sp000186165	Neisseria	CF9_9	2	2	1	1	1	2	2	0	module7	Poorly characterized candidate modules	Poorly characterized
Neisseria sp000186165	Neisseria	CF10	2	2	1	1	1	2	2	0	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Neisseria sp000186165	Neisseria	CF22	2	2	1	1	1	2	2	0	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Neisseria sp000186165	Neisseria	CF25	2	0	0	0	0	2	2	0	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Neisseria sp000186165	Neisseria	CF11	2	0	0	0	0	2	2	0	module9	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria sp000186165	Neisseria	CF19	2	0	0	0	0	2	2	0	module9	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria sp000186165	Neisseria	CF13	2	2	1	4	4	2	2	0	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Neisseria sp000186165	Neisseria	CF14	2	2	1	1	1	2	2	0	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Neisseria sp000186165	Neisseria	CF24	2	2	1	1	1	2	2	0	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Neisseria sp000186165	Neisseria	CF15_17	2	2	1	1	1	2	2	0	module11	Translation and RNA-centered regulation	Translation/RNA regulation
Neisseria sp000186165	Neisseria	CF15_19	2	0	0	0	0	2	2	0	module11	Translation and RNA-centered regulation	Translation/RNA regulation
Neisseria sp000186165	Neisseria	CF16	2	2	1	1	1	2	2	0	module12	Translation and RNA-centered regulation	Translation/RNA regulation
Neisseria sp000186165	Neisseria	CF17_20	2	2	1	1	1	2	2	0	module13	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria sp000186165	Neisseria	CF17_23	2	0	0	0	0	2	2	0	module13	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria sp000186165	Neisseria	CF18	2	2	1	1	1	2	2	0	module14	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Neisseria sp000186165	Neisseria	CF20	2	2	1	1	1	2	2	0	module15	Translation and RNA-centered regulation	Translation/RNA regulation
Neisseria sp000186165	Neisseria	CF21	2	2	1	1	1	2	2	0	module16	Poorly characterized candidate modules	Poorly characterized
Neisseria sp000186165	Neisseria	CF23	2	2	1	1	1	2	2	0	module17	Poorly characterized candidate modules	Poorly characterized
Neisseria sp000186165	Neisseria	CF26	2	2	1	1	1	2	2	0	module18	Intercellular communication signal	Communication signal
Neisseria sp000952795	Neisseria	CF0	1	1	1	1	1	1	1	0	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria sp000952795	Neisseria	CF12	1	1	1	5	5	1	1	0	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria sp000952795	Neisseria	CF8	1	1	1	1	1	1	1	0	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria sp000952795	Neisseria	CF1	1	1	1	1	1	1	1	0	module2	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Neisseria sp000952795	Neisseria	CF3	1	1	1	1	1	1	1	0	module3	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria sp000952795	Neisseria	CF4	1	0	0	0	0	1	1	0	module4	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Neisseria sp000952795	Neisseria	CF7	1	1	1	1	1	1	1	0	module4	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Neisseria sp000952795	Neisseria	CF2_10	1	1	1	1	1	1	1	0	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria sp000952795	Neisseria	CF2_4	1	1	1	1	1	1	1	0	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria sp000952795	Neisseria	CF6	1	0	0	0	0	1	1	0	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria sp000952795	Neisseria	CF5	1	1	1	1	1	1	1	0	module6	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Neisseria sp000952795	Neisseria	CF9_12	1	0	0	0	0	1	1	0	module7	Poorly characterized candidate modules	Poorly characterized
Neisseria sp000952795	Neisseria	CF9_9	1	1	1	1	1	1	1	0	module7	Poorly characterized candidate modules	Poorly characterized
Neisseria sp000952795	Neisseria	CF10	1	1	1	1	1	1	1	0	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Neisseria sp000952795	Neisseria	CF22	1	1	1	1	1	1	1	0	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Neisseria sp000952795	Neisseria	CF25	1	0	0	0	0	1	1	0	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Neisseria sp000952795	Neisseria	CF11	1	0	0	0	0	1	1	0	module9	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria sp000952795	Neisseria	CF19	1	0	0	0	0	1	1	0	module9	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria sp000952795	Neisseria	CF13	1	1	1	3	3	1	1	0	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Neisseria sp000952795	Neisseria	CF14	1	1	1	1	1	1	1	0	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Neisseria sp000952795	Neisseria	CF24	1	1	1	1	1	1	1	0	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Neisseria sp000952795	Neisseria	CF15_17	1	1	1	1	1	1	1	0	module11	Translation and RNA-centered regulation	Translation/RNA regulation
Neisseria sp000952795	Neisseria	CF15_19	1	0	0	0	0	1	1	0	module11	Translation and RNA-centered regulation	Translation/RNA regulation
Neisseria sp000952795	Neisseria	CF16	1	1	1	1	1	1	1	0	module12	Translation and RNA-centered regulation	Translation/RNA regulation
Neisseria sp000952795	Neisseria	CF17_20	1	1	1	1	1	1	1	0	module13	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria sp000952795	Neisseria	CF17_23	1	0	0	0	0	1	1	0	module13	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria sp000952795	Neisseria	CF18	1	1	1	1	1	1	1	0	module14	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Neisseria sp000952795	Neisseria	CF20	1	1	1	1	1	1	1	0	module15	Translation and RNA-centered regulation	Translation/RNA regulation
Neisseria sp000952795	Neisseria	CF21	1	1	1	1	1	1	1	0	module16	Poorly characterized candidate modules	Poorly characterized
Neisseria sp000952795	Neisseria	CF23	1	0	0	0	0	1	1	0	module17	Poorly characterized candidate modules	Poorly characterized
Neisseria sp000952795	Neisseria	CF26	1	1	1	1	1	1	1	0	module18	Intercellular communication signal	Communication signal
Neisseria sp915066515	Neisseria	CF0	1	1	1	1	1	1	1	0	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria sp915066515	Neisseria	CF12	1	1	1	5	5	1	1	0	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria sp915066515	Neisseria	CF8	1	1	1	1	1	1	1	0	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria sp915066515	Neisseria	CF1	1	1	1	1	1	1	1	0	module2	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Neisseria sp915066515	Neisseria	CF3	1	1	1	1	1	1	1	0	module3	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria sp915066515	Neisseria	CF4	1	0	0	0	0	1	1	0	module4	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Neisseria sp915066515	Neisseria	CF7	1	1	1	1	1	1	1	0	module4	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Neisseria sp915066515	Neisseria	CF2_10	1	1	1	1	1	1	1	0	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria sp915066515	Neisseria	CF2_4	1	1	1	1	1	1	1	0	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria sp915066515	Neisseria	CF6	1	1	1	1	1	1	1	0	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria sp915066515	Neisseria	CF5	1	1	1	1	1	1	1	0	module6	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Neisseria sp915066515	Neisseria	CF9_12	1	0	0	0	0	1	1	0	module7	Poorly characterized candidate modules	Poorly characterized
Neisseria sp915066515	Neisseria	CF9_9	1	1	1	1	1	1	1	0	module7	Poorly characterized candidate modules	Poorly characterized
Neisseria sp915066515	Neisseria	CF10	1	1	1	1	1	1	1	0	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Neisseria sp915066515	Neisseria	CF22	1	1	1	1	1	1	1	0	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Neisseria sp915066515	Neisseria	CF25	1	0	0	0	0	1	1	0	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Neisseria sp915066515	Neisseria	CF11	1	0	0	0	0	1	1	0	module9	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria sp915066515	Neisseria	CF19	1	0	0	0	0	1	1	0	module9	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria sp915066515	Neisseria	CF13	1	1	1	4	4	1	1	0	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Neisseria sp915066515	Neisseria	CF14	1	1	1	1	1	1	1	0	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Neisseria sp915066515	Neisseria	CF24	1	1	1	1	1	1	1	0	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Neisseria sp915066515	Neisseria	CF15_17	1	0	0	0	0	1	1	0	module11	Translation and RNA-centered regulation	Translation/RNA regulation
Neisseria sp915066515	Neisseria	CF15_19	1	0	0	0	0	1	1	0	module11	Translation and RNA-centered regulation	Translation/RNA regulation
Neisseria sp915066515	Neisseria	CF16	1	1	1	1	1	1	1	0	module12	Translation and RNA-centered regulation	Translation/RNA regulation
Neisseria sp915066515	Neisseria	CF17_20	1	1	1	1	1	1	1	0	module13	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria sp915066515	Neisseria	CF17_23	1	0	0	0	0	1	1	0	module13	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria sp915066515	Neisseria	CF18	1	1	1	1	1	1	1	0	module14	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Neisseria sp915066515	Neisseria	CF20	1	1	1	1	1	1	1	0	module15	Translation and RNA-centered regulation	Translation/RNA regulation
Neisseria sp915066515	Neisseria	CF21	1	1	1	1	1	1	1	0	module16	Poorly characterized candidate modules	Poorly characterized
Neisseria sp915066515	Neisseria	CF23	1	0	0	0	0	1	1	0	module17	Poorly characterized candidate modules	Poorly characterized
Neisseria sp915066515	Neisseria	CF26	1	1	1	1	1	1	1	0	module18	Intercellular communication signal	Communication signal
Neisseria subflava	Neisseria	CF0	1	1	1	1	1	1	1	0	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria subflava	Neisseria	CF12	1	1	1	4	4	1	1	0	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria subflava	Neisseria	CF8	1	1	1	1	1	1	1	0	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria subflava	Neisseria	CF1	1	1	1	2	2	1	1	0	module2	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Neisseria subflava	Neisseria	CF3	1	1	1	1	1	1	1	0	module3	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria subflava	Neisseria	CF4	1	0	0	0	0	1	1	0	module4	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Neisseria subflava	Neisseria	CF7	1	1	1	1	1	1	1	0	module4	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Neisseria subflava	Neisseria	CF2_10	1	1	1	1	1	1	1	0	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria subflava	Neisseria	CF2_4	1	1	1	1	1	1	1	0	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria subflava	Neisseria	CF6	1	1	1	1	1	1	1	0	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria subflava	Neisseria	CF5	1	1	1	1	1	1	1	0	module6	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Neisseria subflava	Neisseria	CF9_12	1	0	0	0	0	1	1	0	module7	Poorly characterized candidate modules	Poorly characterized
Neisseria subflava	Neisseria	CF9_9	1	1	1	1	1	1	1	0	module7	Poorly characterized candidate modules	Poorly characterized
Neisseria subflava	Neisseria	CF10	1	0	0	0	0	1	1	0	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Neisseria subflava	Neisseria	CF22	1	1	1	1	1	1	1	0	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Neisseria subflava	Neisseria	CF25	1	0	0	0	0	1	1	0	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Neisseria subflava	Neisseria	CF11	1	0	0	0	0	1	1	0	module9	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria subflava	Neisseria	CF19	1	0	0	0	0	1	1	0	module9	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Neisseria subflava	Neisseria	CF13	1	1	1	4	4	1	1	0	module10	Translation and RNA-centered regulation	Translation/RNA regulation
