MAG	body_region	Microenvironments	taxonomy_status
T2108173913_metabat2_bins_bin.84	Upper limb & hand skin	dry	not_annotated
T2108173913_metabat2_bins_bin.93	Upper limb & hand skin	dry	not_annotated
T2108173913_metabat2_bins_bin.70	Upper limb & hand skin	dry	not_annotated
T2108173913_metabat2_bins_bin.72	Upper limb & hand skin	dry	not_annotated
T2108173913_metabat2_bins_bin.59	Upper limb & hand skin	dry	not_annotated
T2108173914_concoct_bins_bin.47	Trunk skin	dry	not_annotated
T2108173914_concoct_bins_bin.49	Trunk skin	dry	hq_annotation
T2108173914_concoct_bins_bin.56	Trunk skin	dry	final_reannotation
T2108173914_concoct_bins_bin.107	Trunk skin	dry	hq_annotation
T2108173914_concoct_bins_bin.4	Trunk skin	dry	not_annotated
T2108173914_concoct_bins_bin.27	Trunk skin	dry	final_reannotation
T2108173914_maxbin2_bins_bin.53	Trunk skin	dry	hq_annotation
T2108173914_maxbin2_bins_bin.66	Trunk skin	dry	not_annotated
T2108173914_maxbin2_bins_bin.3	Trunk skin	dry	not_annotated
T2108173914_metabat2_bins_bin.64	Trunk skin	dry	not_annotated
T2108173914_metabat2_bins_bin.53	Trunk skin	dry	not_annotated
T2108173914_metabat2_bins_bin.34	Trunk skin	dry	not_annotated
T2108173914_metabat2_bins_bin.57	Trunk skin	dry	not_annotated
T2108173914_metabat2_bins_bin.12	Trunk skin	dry	final_reannotation
T2108173914_metabat2_bins_bin.67	Trunk skin	dry	not_annotated
T2108173914_metabat2_bins_bin.76	Trunk skin	dry	not_annotated
T2108173914_metabat2_bins_bin.29	Trunk skin	dry	not_annotated
T2108173915_concoct_bins_bin.10	Upper limb & hand skin	dry	hq_annotation
T2108173915_concoct_bins_bin.26	Upper limb & hand skin	dry	hq_annotation
T2108173915_concoct_bins_bin.21	Upper limb & hand skin	dry	hq_annotation
T2108173915_concoct_bins_bin.3	Upper limb & hand skin	dry	final_reannotation
T2108173915_concoct_bins_bin.27	Upper limb & hand skin	dry	final_reannotation
T2108173915_concoct_bins_bin.49	Upper limb & hand skin	dry	not_annotated
T2108173915_concoct_bins_bin.52	Upper limb & hand skin	dry	not_annotated
T2108173915_concoct_bins_bin.59	Upper limb & hand skin	dry	hq_annotation
T2108173915_concoct_bins_bin.63	Upper limb & hand skin	dry	final_reannotation
T2108173915_concoct_bins_bin.100	Upper limb & hand skin	dry	not_annotated
T2108173915_concoct_bins_bin.68	Upper limb & hand skin	dry	not_annotated
T2108173915_concoct_bins_bin.110	Upper limb & hand skin	dry	not_annotated
T2108173915_concoct_bins_bin.29	Upper limb & hand skin	dry	not_annotated
T2108173915_concoct_bins_bin.2	Upper limb & hand skin	dry	not_annotated
T2108173915_concoct_bins_bin.106	Upper limb & hand skin	dry	not_annotated
T2108173915_concoct_bins_bin.30	Upper limb & hand skin	dry	not_annotated
T2108173915_concoct_bins_bin.12	Upper limb & hand skin	dry	not_annotated
T2108173915_maxbin2_bins_bin.47	Upper limb & hand skin	dry	not_annotated
T2108173915_maxbin2_bins_bin.51	Upper limb & hand skin	dry	not_annotated
T2108173915_maxbin2_bins_bin.17	Upper limb & hand skin	dry	final_reannotation
T2108173915_maxbin2_bins_bin.12	Upper limb & hand skin	dry	hq_annotation
T2108173915_maxbin2_bins_bin.77	Upper limb & hand skin	dry	hq_annotation
T2108173915_maxbin2_bins_bin.72	Upper limb & hand skin	dry	not_annotated
T2108173915_maxbin2_bins_bin.74	Upper limb & hand skin	dry	not_annotated
T2108173915_maxbin2_bins_bin.101	Upper limb & hand skin	dry	not_annotated
T2108173915_maxbin2_bins_bin.41	Upper limb & hand skin	dry	not_annotated
T2108173915_maxbin2_bins_bin.21	Upper limb & hand skin	dry	not_annotated
T2108173915_maxbin2_bins_bin.82	Upper limb & hand skin	dry	not_annotated
T2108173915_maxbin2_bins_bin.95	Upper limb & hand skin	dry	not_annotated
T2108173915_maxbin2_bins_bin.106	Upper limb & hand skin	dry	not_annotated
T2108173915_maxbin2_bins_bin.58	Upper limb & hand skin	dry	not_annotated
T2108173915_metabat2_bins_bin.44	Upper limb & hand skin	dry	final_reannotation
T2108173915_metabat2_bins_bin.17	Upper limb & hand skin	dry	not_annotated
T2108173915_metabat2_bins_bin.70	Upper limb & hand skin	dry	hq_annotation
T2108173915_metabat2_bins_bin.6	Upper limb & hand skin	dry	not_annotated
T2108173915_metabat2_bins_bin.49	Upper limb & hand skin	dry	not_annotated
T2108173915_metabat2_bins_bin.76	Upper limb & hand skin	dry	not_annotated
T2108173915_metabat2_bins_bin.62	Upper limb & hand skin	dry	not_annotated
T2108173915_metabat2_bins_bin.78	Upper limb & hand skin	dry	not_annotated
T2108173915_metabat2_bins_bin.8	Upper limb & hand skin	dry	not_annotated
T2108173915_metabat2_bins_bin.77	Upper limb & hand skin	dry	not_annotated
T2108173915_metabat2_bins_bin.80	Upper limb & hand skin	dry	not_annotated
T2108173915_metabat2_bins_bin.75	Upper limb & hand skin	dry	not_annotated
T2108173915_metabat2_bins_bin.47	Upper limb & hand skin	dry	not_annotated
T2108173915_metabat2_bins_bin.84	Upper limb & hand skin	dry	not_annotated
T2108173915_metabat2_bins_bin.64	Upper limb & hand skin	dry	not_annotated
T2108173915_metabat2_bins_bin.34	Upper limb & hand skin	dry	not_annotated
T2108173915_metabat2_bins_bin.28	Upper limb & hand skin	dry	not_annotated
T2108173915_metabat2_bins_bin.7	Upper limb & hand skin	dry	not_annotated
T2108173915_metabat2_bins_bin.51	Upper limb & hand skin	dry	not_annotated
T2108173915_metabat2_bins_bin.57	Upper limb & hand skin	dry	not_annotated
T2108173915_metabat2_bins_bin.33	Upper limb & hand skin	dry	not_annotated
T2108173915_metabat2_bins_bin.61	Upper limb & hand skin	dry	not_annotated
T2108173915_metabat2_bins_bin.81	Upper limb & hand skin	dry	not_annotated
T2108173915_metabat2_bins_bin.26	Upper limb & hand skin	dry	not_annotated
T2108173915_metabat2_bins_bin.2	Upper limb & hand skin	dry	not_annotated
T2108173915_metabat2_bins_bin.52	Upper limb & hand skin	dry	not_annotated
T2108173916_concoct_bins_bin.43	Facial skin	sebaceous	hq_annotation
T2108173916_maxbin2_bins_bin.1	Facial skin	sebaceous	final_reannotation
T2108173916_maxbin2_bins_bin.16	Facial skin	sebaceous	final_reannotation
T2108173916_maxbin2_bins_bin.14	Facial skin	sebaceous	not_annotated
T2108173916_maxbin2_bins_bin.3	Facial skin	sebaceous	hq_annotation
T2108173916_maxbin2_bins_bin.12	Facial skin	sebaceous	not_annotated
T2108173916_metabat2_bins_bin.28	Facial skin	sebaceous	final_reannotation
T2108173916_metabat2_bins_bin.13	Facial skin	sebaceous	not_annotated
T2108173916_metabat2_bins_bin.17	Facial skin	sebaceous	not_annotated
T2108173916_metabat2_bins_bin.21	Facial skin	sebaceous	not_annotated
T2108173916_metabat2_bins_bin.25	Facial skin	sebaceous	not_annotated
T2108173916_metabat2_bins_bin.30	Facial skin	sebaceous	not_annotated
T2108173916_metabat2_bins_bin.27	Facial skin	sebaceous	not_annotated
T2108173916_metabat2_bins_bin.10	Facial skin	sebaceous	not_annotated
T2108173917_concoct_bins_bin.25	Facial skin	sebaceous	hq_annotation
T2108173917_concoct_bins_bin.32	Facial skin	sebaceous	final_reannotation
T2108173917_concoct_bins_bin.39	Facial skin	sebaceous	hq_annotation
T2108173917_maxbin2_bins_bin.4	Facial skin	sebaceous	not_annotated
T2108173917_metabat2_bins_bin.4	Facial skin	sebaceous	hq_annotation
T2108173917_metabat2_bins_bin.7	Facial skin	sebaceous	not_annotated
T2108173917_metabat2_bins_bin.3	Facial skin	sebaceous	not_annotated
T2108173918_concoct_bins_bin.121	Upper limb & hand skin	dry	final_reannotation
T2108173918_concoct_bins_bin.88	Upper limb & hand skin	dry	not_annotated
T2108173918_concoct_bins_bin.94	Upper limb & hand skin	dry	final_reannotation
T2108173918_concoct_bins_bin.4	Upper limb & hand skin	dry	not_annotated
T2108173918_concoct_bins_bin.102	Upper limb & hand skin	dry	final_reannotation
T2108173918_concoct_bins_bin.171	Upper limb & hand skin	dry	not_annotated
T2108173918_concoct_bins_bin.3	Upper limb & hand skin	dry	final_reannotation
T2108173918_concoct_bins_bin.90	Upper limb & hand skin	dry	not_annotated
T2108173918_concoct_bins_bin.8	Upper limb & hand skin	dry	not_annotated
T2108173918_concoct_bins_bin.105	Upper limb & hand skin	dry	not_annotated
T2108173918_concoct_bins_bin.0	Upper limb & hand skin	dry	not_annotated
T2108173918_concoct_bins_bin.74	Upper limb & hand skin	dry	final_reannotation
T2108173918_concoct_bins_bin.78	Upper limb & hand skin	dry	not_annotated
T2108173918_concoct_bins_bin.164	Upper limb & hand skin	dry	not_annotated
T2108173918_concoct_bins_bin.115	Upper limb & hand skin	dry	not_annotated
T2108173918_concoct_bins_bin.59	Upper limb & hand skin	dry	not_annotated
T2108173918_maxbin2_bins_bin.51	Upper limb & hand skin	dry	final_reannotation
T2108173918_maxbin2_bins_bin.42	Upper limb & hand skin	dry	not_annotated
T2108173918_maxbin2_bins_bin.63	Upper limb & hand skin	dry	not_annotated
T2108173918_maxbin2_bins_bin.16	Upper limb & hand skin	dry	not_annotated
T2108173918_maxbin2_bins_bin.76	Upper limb & hand skin	dry	not_annotated
T2108173918_maxbin2_bins_bin.105	Upper limb & hand skin	dry	not_annotated
T2108173918_maxbin2_bins_bin.43	Upper limb & hand skin	dry	not_annotated
T2108173918_maxbin2_bins_bin.70	Upper limb & hand skin	dry	not_annotated
T2108173918_maxbin2_bins_bin.92	Upper limb & hand skin	dry	not_annotated
T2108173918_maxbin2_bins_bin.37	Upper limb & hand skin	dry	not_annotated
T2108173918_maxbin2_bins_bin.29	Upper limb & hand skin	dry	not_annotated
T2108173918_metabat2_bins_bin.54	Upper limb & hand skin	dry	final_reannotation
T2108173918_metabat2_bins_bin.83	Upper limb & hand skin	dry	not_annotated
T2108173918_metabat2_bins_bin.7	Upper limb & hand skin	dry	not_annotated
T2108173918_metabat2_bins_bin.91	Upper limb & hand skin	dry	hq_annotation
T2108173918_metabat2_bins_bin.6	Upper limb & hand skin	dry	not_annotated
T2108173918_metabat2_bins_bin.68	Upper limb & hand skin	dry	hq_annotation
T2108173918_metabat2_bins_bin.107	Upper limb & hand skin	dry	not_annotated
T2108173918_metabat2_bins_bin.105	Upper limb & hand skin	dry	not_annotated
T2108173918_metabat2_bins_bin.55	Upper limb & hand skin	dry	not_annotated
T2108173918_metabat2_bins_bin.56	Upper limb & hand skin	dry	not_annotated
T2108173918_metabat2_bins_bin.30	Upper limb & hand skin	dry	not_annotated
T2108173918_metabat2_bins_bin.31	Upper limb & hand skin	dry	not_annotated
T2108173918_metabat2_bins_bin.41	Upper limb & hand skin	dry	not_annotated
T2108173918_metabat2_bins_bin.58	Upper limb & hand skin	dry	not_annotated
T2108173918_metabat2_bins_bin.79	Upper limb & hand skin	dry	not_annotated
T2108173918_metabat2_bins_bin.48	Upper limb & hand skin	dry	final_reannotation
T2108173918_metabat2_bins_bin.11	Upper limb & hand skin	dry	not_annotated
T2108173918_metabat2_bins_bin.97	Upper limb & hand skin	dry	not_annotated
T2108173918_metabat2_bins_bin.3	Upper limb & hand skin	dry	not_annotated
T2108173918_metabat2_bins_bin.49	Upper limb & hand skin	dry	not_annotated
T2108173918_metabat2_bins_bin.70	Upper limb & hand skin	dry	not_annotated
T2108173918_metabat2_bins_bin.65	Upper limb & hand skin	dry	not_annotated
T2108173918_metabat2_bins_bin.82	Upper limb & hand skin	dry	not_annotated
T2108173918_metabat2_bins_bin.64	Upper limb & hand skin	dry	not_annotated
T2108173918_metabat2_bins_bin.73	Upper limb & hand skin	dry	not_annotated
T2108173918_metabat2_bins_bin.110	Upper limb & hand skin	dry	not_annotated
T2108173918_metabat2_bins_bin.38	Upper limb & hand skin	dry	not_annotated
T2108173918_metabat2_bins_bin.43	Upper limb & hand skin	dry	not_annotated
T2108173918_metabat2_bins_bin.71	Upper limb & hand skin	dry	not_annotated
T2108173918_metabat2_bins_bin.94	Upper limb & hand skin	dry	not_annotated
T2108173918_metabat2_bins_bin.52	Upper limb & hand skin	dry	not_annotated
T2108173918_metabat2_bins_bin.28	Upper limb & hand skin	dry	not_annotated
T2108173918_metabat2_bins_bin.92	Upper limb & hand skin	dry	not_annotated
T2108173918_metabat2_bins_bin.17	Upper limb & hand skin	dry	not_annotated
T2108173918_metabat2_bins_bin.116	Upper limb & hand skin	dry	not_annotated
T2108173918_metabat2_bins_bin.13	Upper limb & hand skin	dry	not_annotated
T2108173918_metabat2_bins_bin.20	Upper limb & hand skin	dry	not_annotated
T2108173918_metabat2_bins_bin.23	Upper limb & hand skin	dry	not_annotated
T2108173918_metabat2_bins_bin.18	Upper limb & hand skin	dry	not_annotated
T2108173919_concoct_bins_bin.82	Facial skin	sebaceous	final_reannotation
T2108173919_concoct_bins_bin.33	Facial skin	sebaceous	final_reannotation
T2108173919_concoct_bins_bin.19	Facial skin	sebaceous	final_reannotation
T2108173919_concoct_bins_bin.18	Facial skin	sebaceous	hq_annotation
T2108173919_concoct_bins_bin.15	Facial skin	sebaceous	final_reannotation
T2108173919_concoct_bins_bin.47	Facial skin	sebaceous	not_annotated
T2108173919_concoct_bins_bin.11	Facial skin	sebaceous	final_reannotation
T2108173919_concoct_bins_bin.80	Facial skin	sebaceous	not_annotated
T2108173919_concoct_bins_bin.2	Facial skin	sebaceous	not_annotated
T2108173919_concoct_bins_bin.30	Facial skin	sebaceous	not_annotated
T2108173919_concoct_bins_bin.5	Facial skin	sebaceous	not_annotated
T2108173919_concoct_bins_bin.70	Facial skin	sebaceous	not_annotated
T2108173919_concoct_bins_bin.74	Facial skin	sebaceous	not_annotated
T2108173919_concoct_bins_bin.32	Facial skin	sebaceous	not_annotated
T2108173919_concoct_bins_bin.26	Facial skin	sebaceous	not_annotated
T2108173919_concoct_bins_bin.81	Facial skin	sebaceous	not_annotated
T2108173919_maxbin2_bins_bin.16	Facial skin	sebaceous	hq_annotation
T2108173919_maxbin2_bins_bin.31	Facial skin	sebaceous	not_annotated
T2108173919_maxbin2_bins_bin.30	Facial skin	sebaceous	not_annotated
T2108173919_maxbin2_bins_bin.34	Facial skin	sebaceous	not_annotated
T2108173919_maxbin2_bins_bin.45	Facial skin	sebaceous	not_annotated
T2108173919_maxbin2_bins_bin.33	Facial skin	sebaceous	not_annotated
T2108173919_maxbin2_bins_bin.52	Facial skin	sebaceous	not_annotated
T2108173919_maxbin2_bins_bin.15	Facial skin	sebaceous	not_annotated
T2108173919_maxbin2_bins_bin.56	Facial skin	sebaceous	not_annotated
T2108173919_maxbin2_bins_bin.0	Facial skin	sebaceous	not_annotated
T2108173919_maxbin2_bins_bin.26	Facial skin	sebaceous	not_annotated
T2108173919_metabat2_bins_bin.37	Facial skin	sebaceous	hq_annotation
T2108173919_metabat2_bins_bin.13	Facial skin	sebaceous	hq_annotation
T2108173919_metabat2_bins_bin.16	Facial skin	sebaceous	hq_annotation
T2108173919_metabat2_bins_bin.39	Facial skin	sebaceous	not_annotated
T2108173919_metabat2_bins_bin.22	Facial skin	sebaceous	not_annotated
T2108173919_metabat2_bins_bin.8	Facial skin	sebaceous	not_annotated
T2108173919_metabat2_bins_bin.21	Facial skin	sebaceous	not_annotated
T2108173919_metabat2_bins_bin.12	Facial skin	sebaceous	not_annotated
T2108173919_metabat2_bins_bin.45	Facial skin	sebaceous	not_annotated
T2108173919_metabat2_bins_bin.14	Facial skin	sebaceous	not_annotated
T2108173919_metabat2_bins_bin.25	Facial skin	sebaceous	not_annotated
T2108173919_metabat2_bins_bin.36	Facial skin	sebaceous	not_annotated
T2108173919_metabat2_bins_bin.41	Facial skin	sebaceous	not_annotated
T2108173919_metabat2_bins_bin.26	Facial skin	sebaceous	not_annotated
T2108173919_metabat2_bins_bin.17	Facial skin	sebaceous	not_annotated
T2108173919_metabat2_bins_bin.10	Facial skin	sebaceous	not_annotated
T2108173920_concoct_bins_bin.5	Trunk skin	dry	not_annotated
T2108173920_concoct_bins_bin.77	Trunk skin	dry	final_reannotation
T2108173920_concoct_bins_bin.91	Trunk skin	dry	final_reannotation
T2108173920_concoct_bins_bin.26	Trunk skin	dry	hq_annotation
T2108173920_concoct_bins_bin.176	Trunk skin	dry	final_reannotation
T2108173920_concoct_bins_bin.79	Trunk skin	dry	final_reannotation
T2108173920_concoct_bins_bin.61	Trunk skin	dry	not_annotated
T2108173920_concoct_bins_bin.147	Trunk skin	dry	final_reannotation
T2108173920_concoct_bins_bin.167	Trunk skin	dry	not_annotated
T2108173920_concoct_bins_bin.75	Trunk skin	dry	not_annotated
T2108173920_concoct_bins_bin.164	Trunk skin	dry	not_annotated
T2108173920_concoct_bins_bin.115	Trunk skin	dry	hq_annotation
T2108173920_concoct_bins_bin.60	Trunk skin	dry	not_annotated
T2108173920_concoct_bins_bin.45	Trunk skin	dry	not_annotated
T2108173920_concoct_bins_bin.88	Trunk skin	dry	not_annotated
T2108173920_concoct_bins_bin.47	Trunk skin	dry	not_annotated
T2108173920_concoct_bins_bin.107	Trunk skin	dry	not_annotated
T2108173920_concoct_bins_bin.76	Trunk skin	dry	not_annotated
T2108173920_concoct_bins_bin.162	Trunk skin	dry	not_annotated
T2108173920_concoct_bins_bin.114	Trunk skin	dry	not_annotated
T2108173920_concoct_bins_bin.90	Trunk skin	dry	not_annotated
T2108173920_maxbin2_bins_bin.35	Trunk skin	dry	final_reannotation
T2108173920_maxbin2_bins_bin.49	Trunk skin	dry	final_reannotation
T2108173920_maxbin2_bins_bin.57	Trunk skin	dry	final_reannotation
T2108173920_maxbin2_bins_bin.103	Trunk skin	dry	not_annotated
T2108173920_maxbin2_bins_bin.30	Trunk skin	dry	not_annotated
T2108173920_maxbin2_bins_bin.143	Trunk skin	dry	not_annotated
T2108173920_maxbin2_bins_bin.154	Trunk skin	dry	not_annotated
T2108173920_maxbin2_bins_bin.112	Trunk skin	dry	not_annotated
T2108173920_maxbin2_bins_bin.10	Trunk skin	dry	not_annotated
T2108173920_maxbin2_bins_bin.1	Trunk skin	dry	not_annotated
T2108173920_maxbin2_bins_bin.14	Trunk skin	dry	not_annotated
T2108173920_maxbin2_bins_bin.37	Trunk skin	dry	not_annotated
T2108173920_maxbin2_bins_bin.13	Trunk skin	dry	not_annotated
T2108173920_maxbin2_bins_bin.115	Trunk skin	dry	not_annotated
T2108173920_maxbin2_bins_bin.175	Trunk skin	dry	not_annotated
T2108173920_maxbin2_bins_bin.136	Trunk skin	dry	not_annotated
T2108173920_metabat2_bins_bin.69	Trunk skin	dry	hq_annotation
T2108173920_metabat2_bins_bin.7	Trunk skin	dry	not_annotated
T2108173920_metabat2_bins_bin.109	Trunk skin	dry	not_annotated
T2108173920_metabat2_bins_bin.54	Trunk skin	dry	not_annotated
T2108173920_metabat2_bins_bin.59	Trunk skin	dry	not_annotated
T2108173920_metabat2_bins_bin.133	Trunk skin	dry	final_reannotation
T2108173920_metabat2_bins_bin.43	Trunk skin	dry	not_annotated
T2108173920_metabat2_bins_bin.10	Trunk skin	dry	not_annotated
T2108173920_metabat2_bins_bin.49	Trunk skin	dry	not_annotated
T2108173920_metabat2_bins_bin.81	Trunk skin	dry	not_annotated
T2108173920_metabat2_bins_bin.75	Trunk skin	dry	not_annotated
T2108173920_metabat2_bins_bin.102	Trunk skin	dry	not_annotated
T2108173920_metabat2_bins_bin.55	Trunk skin	dry	not_annotated
T2108173920_metabat2_bins_bin.11	Trunk skin	dry	not_annotated
T2108173920_metabat2_bins_bin.13	Trunk skin	dry	not_annotated
T2108173920_metabat2_bins_bin.141	Trunk skin	dry	not_annotated
T2108173920_metabat2_bins_bin.138	Trunk skin	dry	not_annotated
T2108173920_metabat2_bins_bin.118	Trunk skin	dry	not_annotated
T2108173920_metabat2_bins_bin.155	Trunk skin	dry	not_annotated
T2108173920_metabat2_bins_bin.51	Trunk skin	dry	not_annotated
T2108173920_metabat2_bins_bin.53	Trunk skin	dry	not_annotated
T2108173920_metabat2_bins_bin.153	Trunk skin	dry	not_annotated
T2108173920_metabat2_bins_bin.31	Trunk skin	dry	not_annotated
T2108173920_metabat2_bins_bin.24	Trunk skin	dry	not_annotated
T2108173920_metabat2_bins_bin.56	Trunk skin	dry	not_annotated
T2108173920_metabat2_bins_bin.106	Trunk skin	dry	not_annotated
T2108173920_metabat2_bins_bin.44	Trunk skin	dry	not_annotated
T2108173920_metabat2_bins_bin.107	Trunk skin	dry	not_annotated
T2108173920_metabat2_bins_bin.73	Trunk skin	dry	not_annotated
T2108173920_metabat2_bins_bin.70	Trunk skin	dry	not_annotated
T2108173920_metabat2_bins_bin.5	Trunk skin	dry	not_annotated
T2108173920_metabat2_bins_bin.87	Trunk skin	dry	not_annotated
T2108173920_metabat2_bins_bin.129	Trunk skin	dry	not_annotated
T2108173920_metabat2_bins_bin.50	Trunk skin	dry	not_annotated
T2108173920_metabat2_bins_bin.72	Trunk skin	dry	not_annotated
T2108173920_metabat2_bins_bin.117	Trunk skin	dry	not_annotated
T2108173920_metabat2_bins_bin.45	Trunk skin	dry	not_annotated
T2108173920_metabat2_bins_bin.146	Trunk skin	dry	not_annotated
T2108173920_metabat2_bins_bin.148	Trunk skin	dry	not_annotated
T2108173920_metabat2_bins_bin.122	Trunk skin	dry	not_annotated
T2108173920_metabat2_bins_bin.131	Trunk skin	dry	not_annotated
T2108173920_metabat2_bins_bin.65	Trunk skin	dry	not_annotated
T2108173920_metabat2_bins_bin.112	Trunk skin	dry	not_annotated
T2108173920_metabat2_bins_bin.116	Trunk skin	dry	not_annotated
T2108173920_metabat2_bins_bin.135	Trunk skin	dry	not_annotated
T2108173920_metabat2_bins_bin.61	Trunk skin	dry	not_annotated
T2108173920_metabat2_bins_bin.41	Trunk skin	dry	not_annotated
T2108173920_metabat2_bins_bin.96	Trunk skin	dry	not_annotated
T2108173920_metabat2_bins_bin.52	Trunk skin	dry	not_annotated
T2108173920_metabat2_bins_bin.99	Trunk skin	dry	not_annotated
T2108173920_metabat2_bins_bin.1	Trunk skin	dry	not_annotated
T2108173921_concoct_bins_bin.11	Facial skin	sebaceous	not_annotated
T2108173921_concoct_bins_bin.57	Facial skin	sebaceous	not_annotated
T2108173921_concoct_bins_bin.93	Facial skin	sebaceous	not_annotated
T2108173921_maxbin2_bins_bin.10	Facial skin	sebaceous	not_annotated
T2108173921_maxbin2_bins_bin.21	Facial skin	sebaceous	not_annotated
T2108173921_maxbin2_bins_bin.28	Facial skin	sebaceous	not_annotated
T2108173921_maxbin2_bins_bin.20	Facial skin	sebaceous	not_annotated
T2108173921_metabat2_bins_bin.12	Facial skin	sebaceous	hq_annotation
T2108173921_metabat2_bins_bin.17	Facial skin	sebaceous	hq_annotation
T2108173921_metabat2_bins_bin.21	Facial skin	sebaceous	final_reannotation
T2108173921_metabat2_bins_bin.8	Facial skin	sebaceous	not_annotated
T2108173921_metabat2_bins_bin.24	Facial skin	sebaceous	not_annotated
T2108173921_metabat2_bins_bin.1	Facial skin	sebaceous	not_annotated
T2108173921_metabat2_bins_bin.16	Facial skin	sebaceous	not_annotated
T2108173921_metabat2_bins_bin.9	Facial skin	sebaceous	not_annotated
T2108173921_metabat2_bins_bin.2	Facial skin	sebaceous	not_annotated
T2108173922_concoct_bins_bin.8	Upper limb & hand skin	dry	hq_annotation
T2108173922_concoct_bins_bin.16	Upper limb & hand skin	dry	final_reannotation
T2108173922_concoct_bins_bin.26	Upper limb & hand skin	dry	final_reannotation
T2108173922_concoct_bins_bin.55	Upper limb & hand skin	dry	final_reannotation
T2108173922_concoct_bins_bin.123	Upper limb & hand skin	dry	final_reannotation
T2108173922_concoct_bins_bin.162	Upper limb & hand skin	dry	final_reannotation
T2108173922_concoct_bins_bin.13	Upper limb & hand skin	dry	not_annotated
T2108173922_concoct_bins_bin.50	Upper limb & hand skin	dry	not_annotated
T2108173922_concoct_bins_bin.98	Upper limb & hand skin	dry	not_annotated
T2108173922_concoct_bins_bin.76	Upper limb & hand skin	dry	hq_annotation
T2108173922_concoct_bins_bin.112	Upper limb & hand skin	dry	final_reannotation
T2108173922_concoct_bins_bin.155	Upper limb & hand skin	dry	not_annotated
T2108173922_concoct_bins_bin.2	Upper limb & hand skin	dry	not_annotated
T2108173922_concoct_bins_bin.77	Upper limb & hand skin	dry	not_annotated
T2108173922_concoct_bins_bin.108	Upper limb & hand skin	dry	final_reannotation
T2108173922_concoct_bins_bin.93	Upper limb & hand skin	dry	not_annotated
T2108173922_concoct_bins_bin.11	Upper limb & hand skin	dry	not_annotated
T2108173922_concoct_bins_bin.59	Upper limb & hand skin	dry	not_annotated
T2108173922_concoct_bins_bin.128	Upper limb & hand skin	dry	not_annotated
T2108173922_concoct_bins_bin.126	Upper limb & hand skin	dry	not_annotated
T2108173922_concoct_bins_bin.46	Upper limb & hand skin	dry	not_annotated
T2108173922_concoct_bins_bin.104	Upper limb & hand skin	dry	not_annotated
T2108173922_concoct_bins_bin.119	Upper limb & hand skin	dry	not_annotated
T2108173922_concoct_bins_bin.9	Upper limb & hand skin	dry	not_annotated
T2108173922_concoct_bins_bin.61	Upper limb & hand skin	dry	not_annotated
T2108173922_concoct_bins_bin.161	Upper limb & hand skin	dry	final_reannotation
T2108173922_concoct_bins_bin.132	Upper limb & hand skin	dry	not_annotated
T2108173922_maxbin2_bins_bin.81	Upper limb & hand skin	dry	hq_annotation
T2108173922_maxbin2_bins_bin.71	Upper limb & hand skin	dry	final_reannotation
T2108173922_maxbin2_bins_bin.62	Upper limb & hand skin	dry	final_reannotation
T2108173922_maxbin2_bins_bin.92	Upper limb & hand skin	dry	not_annotated
T2108173922_maxbin2_bins_bin.80	Upper limb & hand skin	dry	not_annotated
T2108173922_maxbin2_bins_bin.88	Upper limb & hand skin	dry	not_annotated
T2108173922_maxbin2_bins_bin.128	Upper limb & hand skin	dry	not_annotated
T2108173922_maxbin2_bins_bin.93	Upper limb & hand skin	dry	not_annotated
T2108173922_maxbin2_bins_bin.27	Upper limb & hand skin	dry	not_annotated
T2108173922_maxbin2_bins_bin.131	Upper limb & hand skin	dry	not_annotated
T2108173922_maxbin2_bins_bin.38	Upper limb & hand skin	dry	not_annotated
T2108173922_maxbin2_bins_bin.95	Upper limb & hand skin	dry	not_annotated
T2108173922_maxbin2_bins_bin.30	Upper limb & hand skin	dry	not_annotated
T2108173922_maxbin2_bins_bin.26	Upper limb & hand skin	dry	not_annotated
T2108173922_metabat2_bins_bin.92	Upper limb & hand skin	dry	final_reannotation
T2108173922_metabat2_bins_bin.74	Upper limb & hand skin	dry	not_annotated
T2108173922_metabat2_bins_bin.103	Upper limb & hand skin	dry	not_annotated
T2108173922_metabat2_bins_bin.46	Upper limb & hand skin	dry	not_annotated
T2108173922_metabat2_bins_bin.99	Upper limb & hand skin	dry	not_annotated
T2108173922_metabat2_bins_bin.48	Upper limb & hand skin	dry	not_annotated
T2108173922_metabat2_bins_bin.119	Upper limb & hand skin	dry	not_annotated
T2108173922_metabat2_bins_bin.110	Upper limb & hand skin	dry	not_annotated
T2108173922_metabat2_bins_bin.19	Upper limb & hand skin	dry	final_reannotation
T2108173922_metabat2_bins_bin.129	Upper limb & hand skin	dry	not_annotated
T2108173922_metabat2_bins_bin.76	Upper limb & hand skin	dry	not_annotated
T2108173922_metabat2_bins_bin.58	Upper limb & hand skin	dry	not_annotated
T2108173922_metabat2_bins_bin.55	Upper limb & hand skin	dry	not_annotated
T2108173922_metabat2_bins_bin.12	Upper limb & hand skin	dry	not_annotated
T2108173922_metabat2_bins_bin.65	Upper limb & hand skin	dry	not_annotated
T2108173922_metabat2_bins_bin.49	Upper limb & hand skin	dry	not_annotated
T2108173922_metabat2_bins_bin.71	Upper limb & hand skin	dry	not_annotated
T2108173922_metabat2_bins_bin.34	Upper limb & hand skin	dry	not_annotated
