MAG	body_region	Microenvironments	taxonomy_status
DP1808006749_bin.11	Facial skin	sebaceous	not_annotated
DP1808006751_bin.8	Facial skin	sebaceous	not_annotated
DP1808006788_bin.16	Facial skin	sebaceous	not_annotated
DP1808006788_bin.18_new	Facial skin	sebaceous	not_annotated
DP1808006789_bin.2_new	Facial skin	sebaceous	not_annotated
DP1808006803_bin.1	Facial skin	sebaceous	not_annotated
DP1808006827_bin.1	Facial skin	sebaceous	not_annotated
DP1808006828_bin.6	Facial skin	sebaceous	not_annotated
DP1808006829_bin.4	Facial skin	sebaceous	not_annotated
DP1808006831_bin.3	Facial skin	sebaceous	not_annotated
DP1808006842_bin.6	Facial skin	sebaceous	not_annotated
DP1808006875_bin.3	Facial skin	sebaceous	not_annotated
DP1808006876_bin.14	Facial skin	sebaceous	not_annotated
DP1808006877_bin.1	Facial skin	sebaceous	not_annotated
MET0276_bin.34	Upper limb & hand skin	dry	final_reannotation
MET0293_bin.4	Upper limb & hand skin	dry	not_annotated
MET0776_bin.6	Lower limb & foot skin	moist	not_annotated
1111525849478674_bin.27	Facial skin	sebaceous	not_annotated
1111525849480310_bin.16	Facial skin	sebaceous	not_annotated
1111525849644360_bin.5	Facial skin	sebaceous	final_reannotation
1111525849736126_bin.1	Facial skin	sebaceous	final_reannotation
1111525849758776_bin.22	Facial skin	sebaceous	final_reannotation
1111525849759006_bin.27	Facial skin	sebaceous	not_annotated
1111525849767596_bin.1	Facial skin	sebaceous	not_annotated
1111525849767596_bin.2	Facial skin	sebaceous	not_annotated
1111525849853811_bin.55	Facial skin	sebaceous	hq_annotation
1111525849854152_bin.51	Facial skin	sebaceous	hq_annotation
1111525849858550_bin.3	Facial skin	sebaceous	not_annotated
1111525849858868_bin.34	Facial skin	sebaceous	not_annotated
DP1807004372_bin.4	Facial skin	sebaceous	final_reannotation
DP1807004373_bin.4	Facial skin	sebaceous	not_annotated
DP1808006750_bin.9	Facial skin	sebaceous	not_annotated
1111525849478674_bin.31	Facial skin	sebaceous	not_annotated
1111525849480988_bin.7	Facial skin	sebaceous	final_reannotation
1111525849486260_bin.32	Facial skin	sebaceous	not_annotated
1111525849486260_bin.44	Facial skin	sebaceous	final_reannotation
1111525849644360_bin.14	Facial skin	sebaceous	not_annotated
1111525849748616_bin.22	Facial skin	sebaceous	not_annotated
1111525849758776_bin.38	Facial skin	sebaceous	not_annotated
1111525849767596_bin.17	Facial skin	sebaceous	final_reannotation
1111525849854152_bin.6	Facial skin	sebaceous	final_reannotation
1111525849861985_bin.61	Facial skin	sebaceous	final_reannotation
1111525849486576_bin.7	Facial skin	sebaceous	final_reannotation
1111525849771023_bin.13	Facial skin	sebaceous	not_annotated
MET0182_bin.2	Lower limb & foot skin	moist	not_annotated
MET0276_bin.28	Upper limb & hand skin	dry	not_annotated
MET0433_bin.10	Lower limb & foot skin	toenail	not_annotated
1111525849644767_bin.12	Facial skin	sebaceous	not_annotated
1111525849740170_bin.15	Facial skin	sebaceous	not_annotated
MET0207_bin.1	Upper limb & hand skin	dry	not_annotated
MET0259_bin.23	Upper limb & hand skin	dry	not_annotated
MET0044_bin.2	Lower limb & foot skin	moist	not_annotated
1111525849853811_bin.7	Facial skin	sebaceous	final_reannotation
1111525849853811_bin.12	Facial skin	sebaceous	not_annotated
MET0639_bin.13	Upper limb & hand skin	dry	not_annotated
1111525849853811_bin.11	Facial skin	sebaceous	final_reannotation
1111525849479042_bin.6	Facial skin	sebaceous	not_annotated
1111525849479196_bin.10	Facial skin	sebaceous	not_annotated
1111525849485004_bin.26	Facial skin	sebaceous	not_annotated
1111525849633480_bin.22	Facial skin	sebaceous	not_annotated
1111525849638565_bin.13	Facial skin	sebaceous	not_annotated
1111525849660463_bin.3	Facial skin	sebaceous	not_annotated
1111525849736183_bin.4	Facial skin	sebaceous	not_annotated
1111525849740170_bin.11	Facial skin	sebaceous	not_annotated
1111525849743460_bin.22	Facial skin	sebaceous	not_annotated
1111525849755644_bin.43	Facial skin	sebaceous	not_annotated
1111525849852366_bin.5	Facial skin	sebaceous	not_annotated
1111525849860954_bin.38	Facial skin	sebaceous	not_annotated
1111525849861219_bin.29	Facial skin	sebaceous	final_reannotation
1111525849861985_bin.70	Facial skin	sebaceous	not_annotated
DSKIN0029-1_bin.21	Facial skin	sebaceous	not_annotated
MET0207_bin.49	Upper limb & hand skin	dry	not_annotated
MET0219_bin.4_new	Facial skin	sebaceous	not_annotated
MET0639_bin.36	Upper limb & hand skin	dry	not_annotated
1111525849853977_bin.4	Facial skin	sebaceous	final_reannotation
1111525849755644_bin.40	Facial skin	sebaceous	not_annotated
1111525849478105_bin.17	Facial skin	sebaceous	not_annotated
1111525849753914_bin.23	Facial skin	sebaceous	not_annotated
MET0376_bin.10	Lower limb & foot skin	toenail	final_reannotation
MET0395_bin.8	Lower limb & foot skin	toenail	final_reannotation
1111525849755644_bin.66	Facial skin	sebaceous	not_annotated
1111525849742850_bin.4	Facial skin	sebaceous	final_reannotation
MET0353_bin.40	Upper limb & hand skin	moist	final_reannotation
MET0353_bin.37	Upper limb & hand skin	moist	final_reannotation
MET0353_bin.29	Upper limb & hand skin	moist	final_reannotation
MET0251_bin.38	Lower limb & foot skin	moist	not_annotated
MET0251_bin.28	Lower limb & foot skin	moist	not_annotated
1111525849736908_bin.39	Facial skin	sebaceous	not_annotated
1111525849479998_bin.3_new	Facial skin	sebaceous	not_annotated
MET0251_bin.12	Lower limb & foot skin	moist	not_annotated
1111525849742850_bin.47	Facial skin	sebaceous	not_annotated
1111525849755644_bin.77	Facial skin	sebaceous	not_annotated
MET0251_bin.14	Lower limb & foot skin	moist	not_annotated
MET0251_bin.34_new	Lower limb & foot skin	moist	not_annotated
1111525849736908_bin.28	Facial skin	sebaceous	final_reannotation
MET0284_bin.7	Lower limb & foot skin	toenail	not_annotated
1111525849478545_bin.18	Facial skin	sebaceous	not_annotated
1111525849480310_bin.28	Facial skin	sebaceous	not_annotated
1111525849748616_bin.2	Facial skin	sebaceous	not_annotated
1111525849753914_bin.14	Facial skin	sebaceous	not_annotated
1111525849759280_bin.3	Facial skin	sebaceous	not_annotated
1111525849771950_bin.3	Facial skin	sebaceous	not_annotated
1111525849856911_bin.7	Facial skin	sebaceous	not_annotated
MET0204_bin.5	Facial skin	sebaceous	not_annotated
MET0211_bin.2_new	Scalp & auricular skin	sebaceous	not_annotated
MET0267_bin.7	Lower limb & foot skin	toenail	not_annotated
MET0267_bin.8	Lower limb & foot skin	toenail	not_annotated
MET0276_bin.21	Upper limb & hand skin	dry	not_annotated
MET0376_bin.1	Lower limb & foot skin	toenail	not_annotated
MET0376_bin.2	Lower limb & foot skin	toenail	not_annotated
MET0395_bin.1	Lower limb & foot skin	toenail	not_annotated
MET0395_bin.3	Lower limb & foot skin	toenail	not_annotated
MET0547_bin.1	Lower limb & foot skin	toenail	not_annotated
MET0547_bin.7	Lower limb & foot skin	toenail	not_annotated
MET1051_bin.6	Unknown	unknown	not_annotated
SRR2005698_bin.3	Scalp & auricular skin	sebaceous	not_annotated
SRR2005704_bin.2	Scalp & auricular skin	sebaceous	not_annotated
1111525849743604_bin.8	Facial skin	sebaceous	final_reannotation
1111525849861219_bin.30	Facial skin	sebaceous	final_reannotation
1111525849862289_bin.8	Facial skin	sebaceous	final_reannotation
MET0085_bin.2	Lower limb & foot skin	toenail	not_annotated
MET0395_bin.6	Lower limb & foot skin	toenail	final_reannotation
MET0267_bin.11	Lower limb & foot skin	toenail	not_annotated
MET0376_bin.11	Lower limb & foot skin	toenail	not_annotated
MET0395_bin.5_new	Lower limb & foot skin	toenail	not_annotated
MET0045_bin.4	Lower limb & foot skin	toenail	not_annotated
MET0085_bin.4	Lower limb & foot skin	toenail	not_annotated
1111525849484253_bin.21	Facial skin	sebaceous	not_annotated
1111525849772285_bin.16	Facial skin	sebaceous	not_annotated
MET0376_bin.15	Lower limb & foot skin	toenail	not_annotated
MET0395_bin.16	Lower limb & foot skin	toenail	not_annotated
MET0376_bin.8	Lower limb & foot skin	toenail	final_reannotation
MET0395_bin.14	Lower limb & foot skin	toenail	final_reannotation
1111525849483071_bin.16	Facial skin	sebaceous	final_reannotation
1111525849645752_bin.40	Facial skin	sebaceous	not_annotated
1111525849860314_bin.15	Facial skin	sebaceous	final_reannotation
MET0376_bin.7	Lower limb & foot skin	toenail	not_annotated
MET0395_bin.17	Lower limb & foot skin	toenail	final_reannotation
1111525849645752_bin.41	Facial skin	sebaceous	not_annotated
MET0251_bin.85	Lower limb & foot skin	moist	not_annotated
MET0317_bin.4	Scalp & auricular skin	sebaceous	not_annotated
1111525849478105_bin.11	Facial skin	sebaceous	not_annotated
MET0772_bin.29	Upper limb & hand skin	dry	not_annotated
1111525849481762_bin.21	Facial skin	sebaceous	not_annotated
1111525849479998_bin.23	Facial skin	sebaceous	not_annotated
1111525849755503_bin.35	Facial skin	sebaceous	not_annotated
1111525849486058_bin.33	Facial skin	sebaceous	not_annotated
1111525849862568_bin.54	Facial skin	sebaceous	final_reannotation
1111525849755644_bin.10	Facial skin	sebaceous	not_annotated
1111525849743575_bin.88	Facial skin	sebaceous	not_annotated
1111525849640249_bin.57	Facial skin	sebaceous	final_reannotation
1111525849768216_bin.22	Facial skin	sebaceous	not_annotated
1111525849743575_bin.69_new	Facial skin	sebaceous	not_annotated
1111525849640249_bin.111	Facial skin	sebaceous	not_annotated
1111525849640249_bin.163	Facial skin	sebaceous	final_reannotation
1111525849640249_bin.31	Facial skin	sebaceous	final_reannotation
1111525849758776_bin.40	Facial skin	sebaceous	final_reannotation
1111525849480988_bin.41	Facial skin	sebaceous	final_reannotation
1111525849743575_bin.7	Facial skin	sebaceous	not_annotated
1111525849758776_bin.36	Facial skin	sebaceous	final_reannotation
1111525849862568_bin.47	Facial skin	sebaceous	final_reannotation
1111525849486576_bin.86	Facial skin	sebaceous	not_annotated
1111525849857514_bin.9	Facial skin	sebaceous	not_annotated
1111525849640249_bin.130	Facial skin	sebaceous	final_reannotation
1111525849853811_bin.34	Facial skin	sebaceous	final_reannotation
1111525849755644_bin.37	Facial skin	sebaceous	not_annotated
1111525849640249_bin.160	Facial skin	sebaceous	final_reannotation
1111525849640249_bin.19	Facial skin	sebaceous	final_reannotation
1111525849861985_bin.14	Facial skin	sebaceous	not_annotated
1111525849479998_bin.54	Facial skin	sebaceous	final_reannotation
1111525849479998_bin.8	Facial skin	sebaceous	not_annotated
1111525849480093_bin.11	Facial skin	sebaceous	final_reannotation
1111525849480093_bin.50	Facial skin	sebaceous	final_reannotation
1111525849486260_bin.10	Facial skin	sebaceous	final_reannotation
1111525849640249_bin.107	Facial skin	sebaceous	final_reannotation
1111525849640249_bin.161	Facial skin	sebaceous	final_reannotation
1111525849649875_bin.18	Facial skin	sebaceous	final_reannotation
1111525849755644_bin.22	Facial skin	sebaceous	not_annotated
1111525849758776_bin.1	Facial skin	sebaceous	final_reannotation
1111525849767143_bin.5	Facial skin	sebaceous	not_annotated
1111525849768216_bin.37	Facial skin	sebaceous	not_annotated
1111525849771023_bin.22	Facial skin	sebaceous	not_annotated
DP1808006764_bin.17	Facial skin	sebaceous	not_annotated
DP1808006765_bin.12	Facial skin	sebaceous	not_annotated
DSKIN0029-1_bin.9	Facial skin	sebaceous	not_annotated
1111525849663740_bin.19	Facial skin	sebaceous	not_annotated
1111525849861985_bin.3	Facial skin	sebaceous	final_reannotation
MET0639_bin.10	Upper limb & hand skin	dry	final_reannotation
1111525849640249_bin.1	Facial skin	sebaceous	final_reannotation
1111525849640249_bin.37	Facial skin	sebaceous	final_reannotation
1111525849862995_bin.31	Facial skin	sebaceous	final_reannotation
1111525849736894_bin.15	Facial skin	sebaceous	final_reannotation
1111525849743575_bin.66	Facial skin	sebaceous	final_reannotation
1111525849736936_bin.15	Facial skin	sebaceous	not_annotated
1111525849771545_bin.38	Facial skin	sebaceous	final_reannotation
1111525849853811_bin.56	Facial skin	sebaceous	final_reannotation
1111525849486576_bin.26	Facial skin	sebaceous	final_reannotation
1111525849640249_bin.5	Facial skin	sebaceous	final_reannotation
1111525849640573_bin.1	Facial skin	sebaceous	final_reannotation
1111525849480213_bin.6	Facial skin	sebaceous	final_reannotation
1111525849663614_bin.105	Facial skin	sebaceous	not_annotated
1111525849640573_bin.2	Facial skin	sebaceous	final_reannotation
1111525849640249_bin.2	Facial skin	sebaceous	final_reannotation
1111525849861985_bin.11	Facial skin	sebaceous	not_annotated
1111525849737037_bin.9_new	Facial skin	sebaceous	not_annotated
1111525849861985_bin.43	Facial skin	sebaceous	final_reannotation
1111525849640249_bin.125	Facial skin	sebaceous	final_reannotation
1111525849486576_bin.66	Facial skin	sebaceous	not_annotated
1111525849853811_bin.40	Facial skin	sebaceous	not_annotated
1111525849486576_bin.41	Facial skin	sebaceous	not_annotated
1111525849640249_bin.41	Facial skin	sebaceous	final_reannotation
1111525849861985_bin.74	Facial skin	sebaceous	final_reannotation
1111525849486576_bin.29	Facial skin	sebaceous	not_annotated
1111525849758776_bin.22_new	Facial skin	sebaceous	not_annotated
1111525849644360_bin.40	Facial skin	sebaceous	not_annotated
1111525849861985_bin.72	Facial skin	sebaceous	final_reannotation
MET0223_bin.10	Upper limb & hand skin	moist	not_annotated
1111525849862568_bin.84	Facial skin	sebaceous	not_annotated
1111525849668784_bin.16	Facial skin	sebaceous	not_annotated
1111525849862568_bin.27	Facial skin	sebaceous	not_annotated
1111525849736752_bin.20	Facial skin	sebaceous	final_reannotation
MET0658_bin.1	Upper limb & hand skin	dry	not_annotated
1111525849743663_bin.2	Facial skin	sebaceous	final_reannotation
1111525849640573_bin.25	Facial skin	sebaceous	not_annotated
1111525849669703_bin.2	Facial skin	sebaceous	not_annotated
1111525849669879_bin.25	Facial skin	sebaceous	not_annotated
1111525849737484_bin.8	Facial skin	sebaceous	final_reannotation
1111525849737518_bin.6	Facial skin	sebaceous	not_annotated
1111525849743403_bin.23	Facial skin	sebaceous	not_annotated
1111525849861046_bin.17	Facial skin	sebaceous	not_annotated
1111525849863945_bin.15	Facial skin	sebaceous	not_annotated
1111525849480213_bin.23	Facial skin	sebaceous	final_reannotation
1111525849640573_bin.12	Facial skin	sebaceous	final_reannotation
1111525849853811_bin.1	Facial skin	sebaceous	final_reannotation
1111525849862132_bin.3	Facial skin	sebaceous	final_reannotation
1111525849481828_bin.39	Facial skin	sebaceous	not_annotated
1111525849758776_bin.34	Facial skin	sebaceous	not_annotated
1111525849484783_bin.5	Facial skin	sebaceous	final_reannotation
1111525849743575_bin.45	Facial skin	sebaceous	final_reannotation
1111525849475912_bin.33	Facial skin	sebaceous	not_annotated
1111525849478044_bin.16	Facial skin	sebaceous	not_annotated
1111525849478743_bin.18	Facial skin	sebaceous	not_annotated
1111525849480093_bin.35	Facial skin	sebaceous	not_annotated
1111525849480213_bin.18	Facial skin	sebaceous	not_annotated
1111525849480310_bin.4	Facial skin	sebaceous	not_annotated
1111525849480910_bin.10_new	Facial skin	sebaceous	not_annotated
1111525849486576_bin.12	Facial skin	sebaceous	not_annotated
1111525849486576_bin.23	Facial skin	sebaceous	not_annotated
1111525849638565_bin.8	Facial skin	sebaceous	not_annotated
1111525849638977_bin.4	Facial skin	sebaceous	not_annotated
1111525849639004_bin.13	Facial skin	sebaceous	not_annotated
1111525849639030_bin.19	Facial skin	sebaceous	not_annotated
1111525849640573_bin.22	Facial skin	sebaceous	not_annotated
1111525849644631_bin.15	Facial skin	sebaceous	not_annotated
1111525849645752_bin.46	Facial skin	sebaceous	not_annotated
1111525849649755_bin.7	Facial skin	sebaceous	not_annotated
1111525849663039_bin.28	Facial skin	sebaceous	not_annotated
1111525849663500_bin.6	Facial skin	sebaceous	not_annotated
1111525849664398_bin.11	Facial skin	sebaceous	not_annotated
1111525849667897_bin.14	Facial skin	sebaceous	not_annotated
1111525849668257_bin.20	Facial skin	sebaceous	not_annotated
1111525849668648_bin.9	Facial skin	sebaceous	not_annotated
1111525849668784_bin.21	Facial skin	sebaceous	not_annotated
1111525849669823_bin.26	Facial skin	sebaceous	not_annotated
1111525849736575_bin.19_new	Facial skin	sebaceous	not_annotated
1111525849736752_bin.30	Facial skin	sebaceous	not_annotated
1111525849736936_bin.14	Facial skin	sebaceous	not_annotated
1111525849736979_bin.12	Facial skin	sebaceous	not_annotated
1111525849737158_bin.5	Facial skin	sebaceous	not_annotated
1111525849737189_bin.7	Facial skin	sebaceous	not_annotated
1111525849737205_bin.16	Facial skin	sebaceous	not_annotated
1111525849737484_bin.1	Facial skin	sebaceous	final_reannotation
1111525849739510_bin.22	Facial skin	sebaceous	not_annotated
1111525849742797_bin.31	Facial skin	sebaceous	not_annotated
1111525849743011_bin.18	Facial skin	sebaceous	not_annotated
1111525849743258_bin.10	Facial skin	sebaceous	not_annotated
1111525849743403_bin.27	Facial skin	sebaceous	not_annotated
1111525849743575_bin.17_new	Facial skin	sebaceous	not_annotated
1111525849743575_bin.36	Facial skin	sebaceous	hq_annotation
1111525849743844_bin.7	Facial skin	sebaceous	not_annotated
1111525849744018_bin.20	Facial skin	sebaceous	not_annotated
1111525849752591_bin.13	Facial skin	sebaceous	not_annotated
1111525849758776_bin.17	Facial skin	sebaceous	not_annotated
1111525849767380_bin.20	Facial skin	sebaceous	not_annotated
1111525849771545_bin.49	Facial skin	sebaceous	not_annotated
1111525849853957_bin.22	Facial skin	sebaceous	not_annotated
1111525849857543_bin.9	Facial skin	sebaceous	not_annotated
1111525849858814_bin.4	Facial skin	sebaceous	not_annotated
1111525849860954_bin.19	Facial skin	sebaceous	not_annotated
1111525849862212_bin.18	Facial skin	sebaceous	not_annotated
1111525849862995_bin.22	Facial skin	sebaceous	not_annotated
DS1912042283-1_bin.4	Facial skin	sebaceous	not_annotated
MET0231_bin.3	Lower limb & foot skin	moist	not_annotated
1111525849478674_bin.21	Facial skin	sebaceous	final_reannotation
1111525849478674_bin.30	Facial skin	sebaceous	final_reannotation
1111525849645395_bin.11	Facial skin	sebaceous	not_annotated
1111525849752591_bin.7	Facial skin	sebaceous	final_reannotation
MET0231_bin.1	Lower limb & foot skin	moist	final_reannotation
MET0248_bin.2	Lower limb & foot skin	moist	final_reannotation
MET0251_bin.82	Lower limb & foot skin	moist	final_reannotation
MET0282_bin.13	Lower limb & foot skin	moist	final_reannotation
MET0662_bin.6	Lower limb & foot skin	moist	not_annotated
1111525849475064_bin.7_new	Facial skin	sebaceous	not_annotated
1111525849478649_bin.24	Facial skin	sebaceous	not_annotated
1111525849481954_bin.27	Facial skin	sebaceous	not_annotated
1111525849640479_bin.16	Facial skin	sebaceous	not_annotated
1111525849743575_bin.23_new	Facial skin	sebaceous	not_annotated
1111525849478105_bin.20	Facial skin	sebaceous	final_reannotation
1111525849480988_bin.3	Facial skin	sebaceous	final_reannotation
1111525849645140_bin.24	Facial skin	sebaceous	final_reannotation
1111525849858985_bin.19	Facial skin	sebaceous	final_reannotation
DP1807004423_bin.7	Facial skin	sebaceous	final_reannotation
DP1807004424_bin.7	Facial skin	sebaceous	not_annotated
1111525849852267_bin.24	Facial skin	sebaceous	not_annotated
1111525849853997_bin.6	Facial skin	sebaceous	not_annotated
MET0658_bin.23	Upper limb & hand skin	dry	not_annotated
SRR2005673_bin.4	Upper limb & hand skin	moist	not_annotated
1111525849669230_bin.3	Facial skin	sebaceous	not_annotated
1111525849736752_bin.9	Facial skin	sebaceous	not_annotated
1111525849638712_bin.24	Facial skin	sebaceous	not_annotated
1111525849640249_bin.62	Facial skin	sebaceous	not_annotated
1111525849737158_bin.7	Facial skin	sebaceous	not_annotated
1111525849640249_bin.94	Facial skin	sebaceous	not_annotated
1111525849736908_bin.41	Facial skin	sebaceous	final_reannotation
1111525849861985_bin.10	Facial skin	sebaceous	final_reannotation
1111525849736936_bin.3	Facial skin	sebaceous	final_reannotation
1111525849743575_bin.83	Facial skin	sebaceous	final_reannotation
1111525849486260_bin.39	Facial skin	sebaceous	not_annotated
1111525849486576_bin.54	Facial skin	sebaceous	not_annotated
1111525849748616_bin.42	Facial skin	sebaceous	not_annotated
1111525849748616_bin.46	Facial skin	sebaceous	final_reannotation
1111525849859956_bin.6	Facial skin	sebaceous	final_reannotation
1111525849862995_bin.3	Facial skin	sebaceous	not_annotated
1111525849480988_bin.37	Facial skin	sebaceous	final_reannotation
1111525849640249_bin.152	Facial skin	sebaceous	final_reannotation
1111525849640249_bin.7	Facial skin	sebaceous	final_reannotation
1111525849862995_bin.1	Facial skin	sebaceous	final_reannotation
1111525849478674_bin.52	Facial skin	sebaceous	not_annotated
1111525849480988_bin.44	Facial skin	sebaceous	not_annotated
1111525849486576_bin.25	Facial skin	sebaceous	final_reannotation
1111525849737484_bin.17	Facial skin	sebaceous	final_reannotation
1111525849853811_bin.2	Facial skin	sebaceous	final_reannotation
1111525849478674_bin.54	Facial skin	sebaceous	not_annotated
1111525849483430_bin.14	Facial skin	sebaceous	not_annotated
1111525849486576_bin.10	Facial skin	sebaceous	final_reannotation
1111525849486576_bin.62	Facial skin	sebaceous	not_annotated
1111525849743258_bin.41	Facial skin	sebaceous	not_annotated
1111525849758379_bin.14	Facial skin	sebaceous	not_annotated
1111525849760419_bin.13	Facial skin	sebaceous	not_annotated
1111525849640249_bin.11	Facial skin	sebaceous	final_reannotation
1111525849640249_bin.24	Facial skin	sebaceous	final_reannotation
1111525849640249_bin.4	Facial skin	sebaceous	final_reannotation
1111525849640249_bin.78	Facial skin	sebaceous	final_reannotation
1111525849737484_bin.31	Facial skin	sebaceous	final_reannotation
1111525849771545_bin.45	Facial skin	sebaceous	hq_annotation
1111525849649875_bin.7	Facial skin	sebaceous	not_annotated
1111525849478674_bin.4	Facial skin	sebaceous	final_reannotation
1111525849480988_bin.18	Facial skin	sebaceous	not_annotated
1111525849758776_bin.20_new	Facial skin	sebaceous	not_annotated
1111525849859858_bin.34	Facial skin	sebaceous	not_annotated
1111525849668977_bin.9	Facial skin	sebaceous	not_annotated
1111525849640249_bin.8	Facial skin	sebaceous	final_reannotation
1111525849478674_bin.6	Facial skin	sebaceous	not_annotated
1111525849486576_bin.14	Facial skin	sebaceous	final_reannotation
1111525849663969_bin.5	Facial skin	sebaceous	not_annotated
1111525849736752_bin.11	Facial skin	sebaceous	not_annotated
1111525849736752_bin.19	Facial skin	sebaceous	not_annotated
1111525849736894_bin.3	Facial skin	sebaceous	not_annotated
1111525849859858_bin.41	Facial skin	sebaceous	final_reannotation
MET0662_bin.2	Lower limb & foot skin	moist	not_annotated
1111525849862568_bin.44	Facial skin	sebaceous	final_reannotation
1111525849480310_bin.33	Facial skin	sebaceous	final_reannotation
1111525849862568_bin.38	Facial skin	sebaceous	final_reannotation
1111525849650039_bin.20	Facial skin	sebaceous	not_annotated
1111525849640249_bin.144	Facial skin	sebaceous	final_reannotation
1111525849861985_bin.1	Facial skin	sebaceous	not_annotated
1111525849771817_bin.16	Facial skin	sebaceous	not_annotated
DS1912041100-1_bin.3	Facial skin	sebaceous	not_annotated
DSKIN0049-1_bin.11	Facial skin	sebaceous	not_annotated
1111525849480358_bin.25	Facial skin	sebaceous	final_reannotation
1111525849650039_bin.18	Facial skin	sebaceous	final_reannotation
1111525849857514_bin.35	Facial skin	sebaceous	final_reannotation
1111525849862568_bin.17	Facial skin	sebaceous	final_reannotation
1111525849478566_bin.12	Facial skin	sebaceous	final_reannotation
1111525849478566_bin.13	Facial skin	sebaceous	not_annotated
1111525849862995_bin.27	Facial skin	sebaceous	final_reannotation
1111525849863945_bin.11	Facial skin	sebaceous	final_reannotation
DSKIN0041-1_bin.16	Facial skin	sebaceous	final_reannotation
1111525849486260_bin.1	Facial skin	sebaceous	not_annotated
1111525849760419_bin.11	Facial skin	sebaceous	not_annotated
DSKIN0041-1_bin.33	Facial skin	sebaceous	not_annotated
1111525849771545_bin.23	Facial skin	sebaceous	final_reannotation
1111525849640249_bin.159	Facial skin	sebaceous	final_reannotation
1111525849475912_bin.34	Facial skin	sebaceous	not_annotated
1111525849737158_bin.18_new	Facial skin	sebaceous	not_annotated
1111525849743011_bin.15_new	Facial skin	sebaceous	not_annotated
1111525849752591_bin.17	Facial skin	sebaceous	not_annotated
1111525849853831_bin.5	Facial skin	sebaceous	not_annotated
1111525849857543_bin.8	Facial skin	sebaceous	not_annotated
1111525849858229_bin.27	Facial skin	sebaceous	not_annotated
1111525849860314_bin.38	Facial skin	sebaceous	not_annotated
MET0772_bin.11	Upper limb & hand skin	dry	not_annotated
1111525849863945_bin.22	Facial skin	sebaceous	final_reannotation
1111525849670236_bin.6	Facial skin	sebaceous	final_reannotation
MET0223_bin.22	Upper limb & hand skin	moist	not_annotated
1111525849743575_bin.40	Facial skin	sebaceous	final_reannotation
1111525849755863_bin.16	Facial skin	sebaceous	not_annotated
1111525849759006_bin.14	Facial skin	sebaceous	final_reannotation
1111525849771023_bin.39	Facial skin	sebaceous	final_reannotation
1111525849771614_bin.8	Facial skin	sebaceous	final_reannotation
1111525849853957_bin.40	Facial skin	sebaceous	not_annotated
1111525849861727_bin.11	Facial skin	sebaceous	not_annotated
1111525849767321_bin.3	Facial skin	sebaceous	final_reannotation
1111525849640249_bin.114	Facial skin	sebaceous	final_reannotation
1111525849640249_bin.56	Facial skin	sebaceous	not_annotated
1111525849668257_bin.16	Facial skin	sebaceous	not_annotated
1111525849480358_bin.14	Facial skin	sebaceous	not_annotated
1111525849478674_bin.19	Facial skin	sebaceous	final_reannotation
1111525849743575_bin.24	Facial skin	sebaceous	final_reannotation
1111525849481828_bin.19	Facial skin	sebaceous	not_annotated
1111525849479998_bin.32	Facial skin	sebaceous	not_annotated
1111525849638977_bin.19	Facial skin	sebaceous	final_reannotation
1111525849736752_bin.29	Facial skin	sebaceous	not_annotated
1111525849736752_bin.49	Facial skin	sebaceous	not_annotated
1111525849736936_bin.2	Facial skin	sebaceous	not_annotated
1111525849767596_bin.7	Facial skin	sebaceous	not_annotated
1111525849854152_bin.19	Facial skin	sebaceous	not_annotated
1111525849486576_bin.21	Facial skin	sebaceous	final_reannotation
1111525849638712_bin.14	Facial skin	sebaceous	final_reannotation
1111525849644360_bin.42	Facial skin	sebaceous	final_reannotation
1111525849748616_bin.21	Facial skin	sebaceous	final_reannotation
1111525849663614_bin.83	Facial skin	sebaceous	not_annotated
1111525849737037_bin.31	Facial skin	sebaceous	not_annotated
1111525849479196_bin.7	Facial skin	sebaceous	not_annotated
1111525849480093_bin.13	Facial skin	sebaceous	not_annotated
1111525849480358_bin.6	Facial skin	sebaceous	not_annotated
1111525849486576_bin.34	Facial skin	sebaceous	not_annotated
1111525849668582_bin.12	Facial skin	sebaceous	not_annotated
1111525849736979_bin.17	Facial skin	sebaceous	not_annotated
1111525849766067_bin.1	Facial skin	sebaceous	not_annotated
1111525849640249_bin.109	Facial skin	sebaceous	final_reannotation
1111525849644833_bin.21	Facial skin	sebaceous	not_annotated
1111525849739510_bin.1	Facial skin	sebaceous	final_reannotation
1111525849853900_bin.12	Facial skin	sebaceous	not_annotated
1111525849854152_bin.53	Facial skin	sebaceous	not_annotated
1111525849862212_bin.12	Facial skin	sebaceous	final_reannotation
1111525849485004_bin.11	Facial skin	sebaceous	not_annotated
1111525849667770_bin.14	Facial skin	sebaceous	final_reannotation
1111525849862568_bin.51	Facial skin	sebaceous	not_annotated
1111525849481954_bin.31	Facial skin	sebaceous	not_annotated
1111525849644833_bin.16	Facial skin	sebaceous	not_annotated
1111525849736894_bin.11	Facial skin	sebaceous	final_reannotation
1111525849863945_bin.14	Facial skin	sebaceous	final_reannotation
1111525849650039_bin.1	Facial skin	sebaceous	not_annotated
1111525849743403_bin.24	Facial skin	sebaceous	not_annotated
1111525849861985_bin.56	Facial skin	sebaceous	final_reannotation
1111525849861985_bin.87	Facial skin	sebaceous	final_reannotation
