phylum,CF_id,positive_species,total_species_in_phylum,percentage
Synergistota,CF6,141,665,21.203007518796994
Synergistota,CF7,6,665,0.9022556390977444
Synergistota,CF8,146,665,21.954887218045112
Synergistota,CF9_9,191,665,28.721804511278194
Sysuimicrobiota,CF1,5,184,2.717391304347826
Sysuimicrobiota,CF12,79,184,42.934782608695656
Sysuimicrobiota,CF13,61,184,33.15217391304348
Sysuimicrobiota,CF14,2,184,1.0869565217391304
Sysuimicrobiota,CF15_17,74,184,40.21739130434783
Sysuimicrobiota,CF18,2,184,1.0869565217391304
Sysuimicrobiota,CF20,2,184,1.0869565217391304
Sysuimicrobiota,CF21,1,184,0.5434782608695652
Sysuimicrobiota,CF24,39,184,21.195652173913043
Sysuimicrobiota,CF2_10,11,184,5.978260869565218
Sysuimicrobiota,CF2_4,30,184,16.304347826086957
Sysuimicrobiota,CF4,11,184,5.978260869565218
Sysuimicrobiota,CF5,64,184,34.78260869565217
Sysuimicrobiota,CF6,13,184,7.065217391304348
Sysuimicrobiota,CF7,3,184,1.6304347826086956
T1SED10-198M,CF12,1,1,100.0
T1SED10-198M,CF13,1,1,100.0
T1SED10-198M,CF14,1,1,100.0
T1SED10-198M,CF17_20,1,1,100.0
T1SED10-198M,CF24,1,1,100.0
T1SED10-198M,CF5,1,1,100.0
T1SED10-198M,CF6,1,1,100.0
T1Sed10-126,CF12,2,2,100.0
T1Sed10-126,CF14,2,2,100.0
T1Sed10-126,CF15_17,2,2,100.0
T1Sed10-126,CF16,1,2,50.0
T1Sed10-126,CF2_4,2,2,100.0
T1Sed10-126,CF5,2,2,100.0
T1Sed10-126,CF6,1,2,50.0
TA06,CF12,4,8,50.0
TA06,CF13,3,8,37.5
TA06,CF14,3,8,37.5
TA06,CF24,4,8,50.0
TA06,CF6,2,8,25.0
TA06,CF7,1,8,12.5
TA06_A,CF12,5,5,100.0
TA06_A,CF13,4,5,80.0
TA06_A,CF14,1,5,20.0
TA06_A,CF24,5,5,100.0
TA06_A,CF5,1,5,20.0
TA06_A,CF6,3,5,60.0
TA06_A,CF7,2,5,40.0
TA06_A,CF9_9,3,5,60.0
Tectomicrobia,CF12,7,8,87.5
Tectomicrobia,CF13,6,8,75.0
Tectomicrobia,CF14,3,8,37.5
Tectomicrobia,CF15_17,3,8,37.5
Tectomicrobia,CF16,5,8,62.5
Tectomicrobia,CF24,7,8,87.5
Tectomicrobia,CF4,5,8,62.5
Tectomicrobia,CF5,4,8,50.0
Tectomicrobia,CF6,3,8,37.5
Tectomicrobia,CF7,2,8,25.0
Thermodesulfobiota,CF12,4,8,50.0
Thermodesulfobiota,CF13,1,8,12.5
Thermodesulfobiota,CF15_17,3,8,37.5
Thermodesulfobiota,CF16,4,8,50.0
Thermodesulfobiota,CF17_20,1,8,12.5
Thermodesulfobiota,CF19,1,8,12.5
Thermodesulfobiota,CF24,4,8,50.0
Thermodesulfobiota,CF6,4,8,50.0
Thermosulfidibacterota,CF12,13,19,68.42105263157895
Thermosulfidibacterota,CF13,1,19,5.263157894736842
Thermosulfidibacterota,CF14,13,19,68.42105263157895
Thermosulfidibacterota,CF15_17,12,19,63.1578947368421
Thermosulfidibacterota,CF24,12,19,63.1578947368421
Thermosulfidibacterota,CF6,7,19,36.84210526315789
Thermotogota,CF0,16,510,3.1372549019607843
Thermotogota,CF11,5,510,0.9803921568627451
Thermotogota,CF12,123,510,24.11764705882353
Thermotogota,CF13,118,510,23.137254901960784
Thermotogota,CF14,102,510,20.0
Thermotogota,CF15_17,115,510,22.54901960784314
Thermotogota,CF17_20,21,510,4.117647058823529
Thermotogota,CF18,11,510,2.156862745098039
Thermotogota,CF19,4,510,0.7843137254901961
Thermotogota,CF20,6,510,1.1764705882352942
Thermotogota,CF24,121,510,23.72549019607843
Thermotogota,CF2_10,32,510,6.2745098039215685
Thermotogota,CF2_4,87,510,17.058823529411764
Thermotogota,CF5,115,510,22.54901960784314
Thermotogota,CF6,66,510,12.941176470588237
Thermotogota,CF7,12,510,2.3529411764705883
Thermotogota,CF8,33,510,6.470588235294119
Thermotogota,CF9_9,109,510,21.372549019607842
UBA10199,CF12,59,92,64.13043478260869
UBA10199,CF13,50,92,54.347826086956516
UBA10199,CF14,53,92,57.608695652173914
UBA10199,CF15_17,18,92,19.565217391304348
UBA10199,CF16,26,92,28.26086956521739
UBA10199,CF17_20,1,92,1.0869565217391304
UBA10199,CF18,1,92,1.0869565217391304
UBA10199,CF21,1,92,1.0869565217391304
UBA10199,CF23,1,92,1.0869565217391304
UBA10199,CF24,54,92,58.69565217391305
UBA10199,CF2_10,1,92,1.0869565217391304
UBA10199,CF2_4,1,92,1.0869565217391304
UBA10199,CF3,6,92,6.521739130434782
UBA10199,CF5,1,92,1.0869565217391304
UBA10199,CF6,9,92,9.782608695652174
UBA10199,CF7,5,92,5.434782608695652
UBA1439,CF12,8,16,50.0
UBA1439,CF13,8,16,50.0
UBA1439,CF14,1,16,6.25
UBA1439,CF17_20,1,16,6.25
UBA1439,CF18,1,16,6.25
UBA1439,CF23,6,16,37.5
UBA1439,CF24,6,16,37.5
UBA1439,CF2_10,1,16,6.25
UBA1439,CF2_4,1,16,6.25
UBA1439,CF5,6,16,37.5
UBA1439,CF6,2,16,12.5
UBA1439,CF7,5,16,31.25
UBA2233,CF12,2,3,66.66666666666666
UBA2233,CF13,1,3,33.33333333333333
UBA2233,CF24,2,3,66.66666666666666
UBA2233,CF5,1,3,33.33333333333333
UBA3054,CF1,7,20,35.0
UBA3054,CF12,16,20,80.0
UBA3054,CF13,14,20,70.0
UBA3054,CF14,10,20,50.0
UBA3054,CF16,5,20,25.0
UBA3054,CF17_20,9,20,45.0
UBA3054,CF2_10,1,20,5.0
UBA3054,CF2_4,3,20,15.0
UBA3054,CF5,1,20,5.0
UBA3054,CF6,1,20,5.0
UBA3054,CF7,1,20,5.0
UBA3054,CF9_9,13,20,65.0
UBA4055,CF1,2,24,8.333333333333332
UBA4055,CF12,14,24,58.333333333333336
UBA4055,CF13,14,24,58.333333333333336
UBA4055,CF14,14,24,58.333333333333336
UBA4055,CF16,13,24,54.166666666666664
UBA4055,CF17_20,2,24,8.333333333333332
UBA4055,CF18,1,24,4.166666666666666
UBA4055,CF23,4,24,16.666666666666664
UBA4055,CF2_10,2,24,8.333333333333332
UBA4055,CF2_4,2,24,8.333333333333332
UBA4055,CF3,1,24,4.166666666666666
UBA4055,CF5,2,24,8.333333333333332
UBA4055,CF6,1,24,4.166666666666666
UBA4055,CF9_9,13,24,54.166666666666664
UBA6262,CF12,15,23,65.21739130434783
UBA6262,CF13,8,23,34.78260869565217
UBA6262,CF14,8,23,34.78260869565217
UBA6262,CF15_17,10,23,43.47826086956522
UBA6262,CF6,4,23,17.391304347826086
UBA6266,CF12,5,7,71.42857142857143
UBA6266,CF13,1,7,14.285714285714285
UBA6266,CF14,5,7,71.42857142857143
UBA6266,CF6,4,7,57.14285714285714
UBA8248,CF12,22,47,46.808510638297875
UBA8248,CF13,12,47,25.53191489361702
UBA8248,CF14,21,47,44.680851063829785
UBA8248,CF16,11,47,23.404255319148938
UBA8248,CF24,20,47,42.5531914893617
UBA8248,CF4,21,47,44.680851063829785
UBA8248,CF6,11,47,23.404255319148938
UBA8481,CF12,3,4,75.0
UBA8481,CF13,1,4,25.0
UBA8481,CF14,3,4,75.0
UBA8481,CF16,2,4,50.0
UBA8481,CF2_10,1,4,25.0
UBA8481,CF5,2,4,50.0
UBA8481,CF6,2,4,50.0
UBA9089,CF12,21,31,67.74193548387096
UBA9089,CF13,9,31,29.03225806451613
UBA9089,CF14,8,31,25.806451612903224
UBA9089,CF15_17,8,31,25.806451612903224
UBA9089,CF24,16,31,51.61290322580645
UBA9089,CF6,7,31,22.58064516129032
UBP13,CF12,3,10,30.0
UBP13,CF13,2,10,20.0
UBP13,CF14,2,10,20.0
UBP13,CF15_17,2,10,20.0
UBP13,CF17_20,1,10,10.0
UBP14,CF12,18,21,85.71428571428571
UBP14,CF13,13,21,61.904761904761905
UBP14,CF14,14,21,66.66666666666666
UBP14,CF24,7,21,33.33333333333333
UBP14,CF5,9,21,42.857142857142854
UBP14,CF6,8,21,38.095238095238095
UBP14,CF7,2,21,9.523809523809524
UBP14,CF9_9,17,21,80.95238095238095
UBP15,CF12,11,17,64.70588235294117
UBP15,CF13,9,17,52.94117647058824
UBP15,CF14,6,17,35.294117647058826
UBP15,CF15_17,11,17,64.70588235294117
UBP15,CF16,11,17,64.70588235294117
UBP15,CF23,1,17,5.88235294117647
UBP15,CF25,1,17,5.88235294117647
UBP15,CF6,7,17,41.17647058823529
UBP15,CF7,3,17,17.647058823529413
UBP18,CF12,6,8,75.0
UBP18,CF13,3,8,37.5
UBP18,CF14,1,8,12.5
UBP18,CF5,1,8,12.5
UBP4,CF12,2,3,66.66666666666666
UBP4,CF13,2,3,66.66666666666666
UBP4,CF14,2,3,66.66666666666666
UBP4,CF24,2,3,66.66666666666666
UBP4,CF5,2,3,66.66666666666666
UBP4,CF6,1,3,33.33333333333333
UBP4,CF7,1,3,33.33333333333333
UBP6,CF12,30,58,51.724137931034484
UBP6,CF13,28,58,48.275862068965516
UBP6,CF14,28,58,48.275862068965516
UBP6,CF15_17,3,58,5.172413793103448
UBP6,CF16,26,58,44.827586206896555
UBP6,CF17_20,7,58,12.068965517241379
UBP6,CF18,4,58,6.896551724137931
UBP6,CF24,29,58,50.0
UBP6,CF5,3,58,5.172413793103448
UBP6,CF9_9,28,58,48.275862068965516
UBP7,CF12,4,9,44.44444444444444
UBP7,CF14,1,9,11.11111111111111
UBP7,CF16,3,9,33.33333333333333
UBP7,CF24,1,9,11.11111111111111
UBP7,CF5,1,9,11.11111111111111
Verrucomicrobiota,CF0,33,8325,0.3963963963963964
Verrucomicrobiota,CF1,435,8325,5.225225225225225
Verrucomicrobiota,CF10,45,8325,0.5405405405405406
Verrucomicrobiota,CF11,59,8325,0.7087087087087087
Verrucomicrobiota,CF12,3348,8325,40.21621621621622
Verrucomicrobiota,CF13,3139,8325,37.705705705705704
Verrucomicrobiota,CF14,2163,8325,25.98198198198198
Verrucomicrobiota,CF15_17,8,8325,0.0960960960960961
Verrucomicrobiota,CF16,2650,8325,31.83183183183183
Verrucomicrobiota,CF17_20,593,8325,7.123123123123124
Verrucomicrobiota,CF18,465,8325,5.585585585585585
Verrucomicrobiota,CF19,23,8325,0.27627627627627627
Verrucomicrobiota,CF20,1,8325,0.012012012012012012
Verrucomicrobiota,CF21,256,8325,3.075075075075075
Verrucomicrobiota,CF22,21,8325,0.25225225225225223
Verrucomicrobiota,CF23,730,8325,8.76876876876877
Verrucomicrobiota,CF24,583,8325,7.003003003003003
Verrucomicrobiota,CF25,3,8325,0.036036036036036036
Verrucomicrobiota,CF26,72,8325,0.8648648648648649
Verrucomicrobiota,CF2_10,217,8325,2.6066066066066065
Verrucomicrobiota,CF2_4,236,8325,2.834834834834835
Verrucomicrobiota,CF3,16,8325,0.1921921921921922
Verrucomicrobiota,CF4,383,8325,4.6006006006006
Verrucomicrobiota,CF5,1624,8325,19.50750750750751
Verrucomicrobiota,CF6,725,8325,8.708708708708707
Verrucomicrobiota,CF7,412,8325,4.948948948948948
Verrucomicrobiota,CF8,34,8325,0.4084084084084084
Verrucomicrobiota,CF9_9,126,8325,1.5135135135135136
Vulcanimicrobiota,CF0,7,441,1.5873015873015872
Vulcanimicrobiota,CF1,16,441,3.6281179138321997
Vulcanimicrobiota,CF12,269,441,60.997732426303855
Vulcanimicrobiota,CF13,209,441,47.3922902494331
Vulcanimicrobiota,CF14,147,441,33.33333333333333
Vulcanimicrobiota,CF15_17,221,441,50.11337868480725
Vulcanimicrobiota,CF16,136,441,30.839002267573694
Vulcanimicrobiota,CF17_20,43,441,9.750566893424036
Vulcanimicrobiota,CF18,40,441,9.070294784580499
Vulcanimicrobiota,CF19,4,441,0.9070294784580499
Vulcanimicrobiota,CF20,6,441,1.3605442176870748
Vulcanimicrobiota,CF21,11,441,2.494331065759637
Vulcanimicrobiota,CF22,1,441,0.22675736961451248
Vulcanimicrobiota,CF23,20,441,4.535147392290249
Vulcanimicrobiota,CF24,95,441,21.541950113378686
Vulcanimicrobiota,CF2_10,15,441,3.4013605442176873
Vulcanimicrobiota,CF2_4,19,441,4.308390022675737
Vulcanimicrobiota,CF4,58,441,13.151927437641723
Vulcanimicrobiota,CF5,183,441,41.49659863945578
Vulcanimicrobiota,CF6,49,441,11.11111111111111
Vulcanimicrobiota,CF7,70,441,15.873015873015872
Vulcanimicrobiota,CF8,7,441,1.5873015873015872
Vulcanimicrobiota,CF9_9,9,441,2.0408163265306123
WOR-3,CF12,186,384,48.4375
WOR-3,CF13,87,384,22.65625
WOR-3,CF14,97,384,25.260416666666668
WOR-3,CF15_17,4,384,1.0416666666666665
WOR-3,CF17_20,13,384,3.3854166666666665
WOR-3,CF18,13,384,3.3854166666666665
WOR-3,CF20,9,384,2.34375
WOR-3,CF22,4,384,1.0416666666666665
WOR-3,CF23,1,384,0.26041666666666663
WOR-3,CF24,169,384,44.01041666666667
WOR-3,CF2_10,1,384,0.26041666666666663
WOR-3,CF2_4,5,384,1.3020833333333335
WOR-3,CF5,18,384,4.6875
WOR-3,CF6,46,384,11.979166666666668
WOR-3,CF7,12,384,3.125
WOR-3,CF9_9,19,384,4.947916666666666
Zhuqueibacterota,CF1,3,204,1.4705882352941175
Zhuqueibacterota,CF12,103,204,50.49019607843137
Zhuqueibacterota,CF13,86,204,42.15686274509804
Zhuqueibacterota,CF14,89,204,43.627450980392155
Zhuqueibacterota,CF17_20,25,204,12.254901960784313
Zhuqueibacterota,CF18,12,204,5.88235294117647
Zhuqueibacterota,CF21,22,204,10.784313725490197
Zhuqueibacterota,CF23,1,204,0.49019607843137253
Zhuqueibacterota,CF24,93,204,45.588235294117645
Zhuqueibacterota,CF2_10,5,204,2.450980392156863
Zhuqueibacterota,CF2_4,7,204,3.431372549019608
Zhuqueibacterota,CF5,45,204,22.058823529411764
Zhuqueibacterota,CF6,61,204,29.901960784313726
Zhuqueibacterota,CF7,14,204,6.862745098039216
Zhuqueibacterota,CF9_9,94,204,46.07843137254902
Zixibacteria,CF12,166,216,76.85185185185185
Zixibacteria,CF13,159,216,73.61111111111111
Zixibacteria,CF14,153,216,70.83333333333334
Zixibacteria,CF17_20,1,216,0.4629629629629629
Zixibacteria,CF18,4,216,1.8518518518518516
Zixibacteria,CF19,1,216,0.4629629629629629
Zixibacteria,CF21,4,216,1.8518518518518516
Zixibacteria,CF24,9,216,4.166666666666666
Zixibacteria,CF26,12,216,5.555555555555555
Zixibacteria,CF6,66,216,30.555555555555557
Zixibacteria,CF7,28,216,12.962962962962962
Zixibacteria,CF9_9,158,216,73.14814814814815
